uptime_s,current_a
23958.218000,0.377750000
23958.420000,0.377650000
23958.622000,0.377200000
23958.824000,0.377100000
23959.026000,0.377500000
23959.227000,0.377550000
23959.429000,0.377850000
23959.631000,0.377450000
23959.833000,0.379350000
23960.035000,0.377950000
23960.236000,0.333200000
23960.438000,0.332600000
23960.640000,0.334600000
23960.842000,0.332150000
23961.044000,0.345600000
23961.245000,0.332000000
23961.447000,0.332500000
23961.649000,0.332600000
23961.851000,0.354650000
23962.053000,0.332150000
23962.254000,0.331900000
23962.456000,0.331800000
23962.658000,0.333550000
23962.860000,0.332500000
23963.062000,0.332400000
23963.263000,0.332750000
23963.465000,0.331950000
23963.667000,0.332400000
23963.869000,0.332450000
23964.071000,0.332200000
23964.272000,0.334400000
23964.474000,0.332500000
23964.676000,0.369300000
23964.878000,0.331900000
23965.080000,0.333350000
23965.281000,0.332550000
23965.483000,0.331950000
23965.685000,0.332150000
23965.887000,0.332050000
23966.089000,0.333050000
23966.290000,0.331700000
23966.492000,0.377900000
23966.694000,0.378300000
23966.896000,0.377250000
23967.098000,0.377950000
23967.299000,0.377050000
23967.501000,0.377550000
23967.703000,0.377500000
23967.905000,0.379650000
23968.107000,0.457150000
23968.308000,0.700850000
23968.510000,1.123550000
23968.712000,1.319000000
23968.914000,0.696050000
23969.116000,0.697650000
23969.317000,1.237400000
23969.519000,1.142600000
23969.721000,0.696300000
23969.923000,1.229150000
23970.125000,1.215350000
23970.326000,0.688750000
23970.528000,0.702100000
23970.730000,1.231050000
23970.932000,1.001950000
23971.134000,0.693500000
23971.335000,0.983000000
23971.537000,1.016700000
23971.739000,0.938550000
23971.941000,0.970150000
23972.143000,0.699800000
23972.344000,0.824900000
23972.546000,1.235350000
23972.748000,1.263500000
23972.950000,0.733950000
23973.152000,1.047700000
23973.353000,1.244100000
23973.555000,1.331700000
23973.757000,0.701200000
23973.959000,0.705700000
23974.161000,1.393300000
23974.362000,1.326300000
23974.564000,0.689550000
23974.766000,0.872700000
23974.968000,1.241050000
23975.170000,1.103000000
23975.371000,0.711450000
23975.573000,0.977850000
23975.775000,1.306450000
23975.977000,0.777150000
23976.179000,0.709600000
23976.380000,0.705500000
23976.582000,1.004150000
23976.784000,0.703700000
23976.986000,0.700000000
23977.188000,0.706500000
23977.389000,1.159450000
23977.591000,1.255550000
23977.793000,0.697200000
23977.995000,0.937400000
23978.197000,1.135500000
23978.398000,0.701100000
23978.600000,0.711550000
23978.802000,1.144200000
23979.004000,0.949150000
23979.206000,0.704050000
23979.407000,1.008400000
23979.609000,1.075600000
23979.811000,1.027800000
23980.013000,0.708050000
23980.215000,1.158150000
23980.416000,1.226300000
23980.618000,1.364600000
23980.820000,0.709850000
23981.022000,0.902100000
23981.224000,0.874400000
23981.425000,1.193250000
23981.627000,0.703800000
23981.829000,0.708150000
23982.031000,1.128600000
23982.233000,1.314000000
23982.434000,0.697650000
23982.636000,0.706050000
23982.838000,0.977250000
23983.040000,0.639000000
23983.242000,0.709700000
23983.443000,1.011900000
23983.645000,1.241850000
23983.847000,0.693500000
23984.049000,0.722900000
23984.251000,1.159850000
23984.452000,1.249450000
23984.654000,0.712150000
23984.856000,1.393550000
23985.058000,0.974900000
23985.260000,1.217500000
23985.461000,0.695550000
23985.663000,0.710300000
23985.865000,1.182350000
23986.067000,1.375400000
23986.269000,0.702150000
23986.470000,0.711250000
23986.672000,1.019200000
23986.874000,0.685600000
23987.076000,0.712150000
23987.278000,1.054450000
23987.479000,1.315300000
23987.681000,0.700900000
23987.883000,0.712550000
23988.085000,1.137250000
23988.287000,1.136350000
23988.488000,0.695600000
23988.690000,0.477750000
23988.892000,0.475750000
23989.094000,0.475100000
23989.296000,0.474200000
23989.497000,0.474200000
23989.699000,0.473850000
23989.901000,0.473400000
23990.103000,0.473800000
23990.305000,0.473150000
23990.506000,0.472800000
23990.708000,0.472250000
23990.910000,0.427100000
23991.112000,0.428350000
23991.314000,0.426750000
23991.515000,0.426200000
23991.717000,0.426300000
23991.919000,0.426200000
23992.121000,0.436650000
23992.323000,0.462800000
23992.524000,0.425850000
23992.726000,0.434500000
23992.928000,0.425700000
23993.130000,0.424850000
23993.332000,0.383250000
23993.533000,0.334950000
23993.735000,0.337150000
23993.937000,0.336750000
23994.139000,0.337850000
23994.341000,0.381500000
23994.542000,0.380800000
23994.744000,0.335100000
23994.946000,0.334900000
23995.148000,0.372000000
23995.350000,0.335900000
23995.551000,0.335100000
23995.753000,0.335400000
23995.955000,0.335300000
23996.157000,0.334850000
23996.359000,0.335850000
23996.560000,0.334200000
23996.762000,0.334850000
23996.964000,0.334650000
23997.166000,0.335750000
23997.368000,0.334250000
23997.569000,0.333650000
23997.771000,0.334400000
23997.973000,0.334750000
23998.175000,0.334000000
23998.377000,0.333850000
23998.578000,0.333600000
