uptime_s,current_a
15155.702000,0.382850000
15155.904000,0.382400000
15156.106000,0.382050000
15156.308000,0.382650000
15156.510000,0.394350000
15156.711000,0.382150000
15156.913000,0.383400000
15157.115000,0.421550000
15157.317000,0.382100000
15157.519000,0.381300000
15157.720000,0.336900000
15157.922000,0.336450000
15158.124000,0.337400000
15158.326000,0.337150000
15158.528000,0.336650000
15158.729000,0.337250000
15158.931000,0.336300000
15159.133000,0.337000000
15159.335000,0.336250000
15159.537000,0.336750000
15159.738000,0.382450000
15159.940000,0.377650000
15160.142000,0.382850000
15160.344000,0.350000000
15160.546000,0.337400000
15160.747000,0.336800000
15160.949000,0.336600000
15161.151000,0.350050000
15161.353000,0.336250000
15161.555000,0.336700000
15161.756000,0.339350000
15161.958000,0.336050000
15162.160000,0.336700000
15162.362000,0.336350000
15162.564000,0.336350000
15162.765000,0.336500000
15162.967000,0.336750000
15163.169000,0.336150000
15163.371000,0.336750000
15163.573000,0.336550000
15163.774000,0.336300000
15163.976000,0.336250000
15164.178000,0.336000000
15164.380000,0.336000000
15164.582000,0.336850000
15164.783000,0.336450000
15164.985000,0.336300000
15165.187000,0.336700000
15165.389000,0.338600000
15165.591000,0.488050000
15165.792000,0.464050000
15165.994000,1.262150000
15166.196000,0.701550000
15166.398000,0.713900000
15166.600000,0.651000000
15166.801000,1.059400000
15167.003000,1.276050000
15167.205000,0.706700000
15167.407000,1.058650000
15167.609000,1.313450000
15167.810000,1.292150000
15168.012000,0.710600000
15168.214000,1.106500000
15168.416000,1.203400000
15168.618000,0.702250000
15168.819000,0.706450000
15169.021000,0.787900000
15169.223000,1.296950000
15169.425000,1.139500000
15169.627000,0.703500000
15169.828000,1.069700000
15170.030000,0.962800000
15170.232000,1.241350000
15170.434000,0.706950000
15170.636000,0.711650000
15170.837000,1.233050000
15171.039000,1.363900000
15171.241000,0.721750000
15171.443000,1.272900000
15171.645000,1.125100000
15171.846000,0.701650000
15172.048000,0.716450000
15172.250000,1.099400000
15172.452000,1.284650000
15172.654000,0.706250000
15172.855000,0.710950000
15173.057000,1.067950000
15173.259000,1.063300000
15173.461000,0.752750000
15173.663000,0.717400000
15173.864000,1.363800000
15174.066000,1.076250000
15174.268000,0.712450000
15174.470000,1.428850000
15174.672000,0.687850000
15174.873000,1.294800000
15175.075000,1.171500000
15175.277000,0.719600000
15175.479000,0.717950000
15175.681000,1.208900000
15175.882000,0.702950000
15176.084000,0.708850000
15176.286000,1.114600000
15176.488000,1.248300000
15176.690000,1.286750000
15176.891000,0.711950000
15177.093000,0.717400000
15177.295000,1.277650000
15177.497000,0.750500000
15177.699000,0.707450000
15177.900000,1.093000000
15178.102000,1.206400000
15178.304000,0.711150000
15178.506000,0.721050000
15178.708000,1.110900000
15178.909000,1.204800000
15179.111000,0.723250000
15179.313000,1.040350000
15179.515000,1.185950000
15179.717000,0.709350000
15179.918000,0.722600000
15180.120000,1.176850000
15180.322000,1.069750000
15180.524000,0.721750000
15180.726000,0.719750000
15180.927000,1.211250000
15181.129000,0.833200000
15181.331000,0.720350000
15181.533000,1.134200000
15181.735000,1.182600000
15181.936000,0.720050000
15182.138000,1.295950000
15182.340000,1.329250000
15182.542000,0.711450000
15182.744000,0.721350000
15182.945000,1.236300000
15183.147000,0.703650000
15183.349000,0.718550000
15183.551000,1.142100000
15183.753000,1.025850000
15183.954000,0.710200000
15184.156000,0.871100000
15184.358000,1.367750000
15184.560000,0.714600000
15184.762000,0.723600000
15184.963000,1.221850000
15185.165000,1.166900000
15185.367000,0.720950000
15185.569000,0.726050000
15185.771000,1.191350000
15185.972000,0.707600000
15186.174000,0.724900000
15186.376000,0.513400000
15186.578000,0.481850000
15186.780000,0.481150000
15186.981000,0.481950000
15187.183000,0.481350000
15187.385000,0.481900000
15187.587000,0.518550000
15187.789000,0.480000000
15187.990000,0.481450000
15188.192000,0.480450000
15188.394000,0.479100000
15188.596000,0.433350000
15188.798000,0.433300000
15188.999000,0.432600000
15189.201000,0.433000000
15189.403000,0.432750000
15189.605000,0.432700000
15189.807000,0.432550000
15190.008000,0.431800000
15190.210000,0.432050000
15190.412000,0.431900000
15190.614000,0.437300000
15190.816000,0.432350000
15191.017000,0.388050000
15191.219000,0.342400000
15191.421000,0.340950000
15191.623000,0.340650000
15191.825000,0.340650000
15192.026000,0.340350000
15192.228000,0.340550000
15192.430000,0.393000000
15192.632000,0.386100000
15192.834000,0.403200000
15193.035000,0.386700000
15193.237000,0.385100000
15193.439000,0.384700000
15193.641000,0.385250000
15193.843000,0.385450000
15194.044000,0.385350000
15194.246000,0.385050000
15194.448000,0.385250000
15194.650000,0.385700000
15194.852000,0.385550000
15195.053000,0.339200000
15195.255000,0.338400000
15195.457000,0.339250000
15195.659000,0.338900000
15195.861000,0.377950000
15196.062000,0.338150000
15196.264000,0.339000000
